Gene_name_canonical,graph_localization_annotation
ZNF324,unclassified
ZNF326,nucleus
ZNF330,cytosol
ZNF335,nucleus
ZNF346,nucleus
ZNF358,nucleus
ZNF362,nucleus
ZNF384,nucleus
ZNF385A,ER
ZNF397,nucleus
ZNF407,nucleus
ZNF410,nucleus
ZNF414,nucleus
ZNF428,cytosol
ZNF430,unclassified
ZNF444,nucleus
ZNF445,nucleus
ZNF449,nucleus
ZNF451,nucleus
ZNF460,nucleus
ZNF48,nucleus
ZNF496,nucleus
ZNF503,cytosol
ZNF507,cytosol
ZNF511,cytosol
ZNF512,nucleus
ZNF512B,nucleus
ZNF516,nucleus
ZNF518A,nucleus
ZNF536,nucleus
ZNF557,nucleus
ZNF574,nucleus
ZNF579,nucleus
ZNF580,nucleus
ZNF581,nucleus
ZNF589,unclassified
ZNF592,nucleus
ZNF593,nucleus
ZNF598,stress_granule
ZNF608,unclassified
ZNF609,nucleus
ZNF618,nucleus
ZNF622,translation
ZNF629,nucleus
ZNF638,nucleus
ZNF639,nucleus
ZNF644,nucleus
ZNF646,nucleus
ZNF652,nucleus
ZNF654,nucleus
ZNF655,nucleus
ZNF668,nucleus
ZNF687,nucleus
ZNF689,nucleus
ZNF691,nucleus
ZNF7,nucleus
ZNF703,nucleus
ZNF704,unclassified
ZNF706,unclassified
ZNF710,nucleus
ZNF711,nucleus
ZNF740,nucleus
ZNF746,nucleus
ZNF747,unclassified
ZNF768,nucleus
ZNF770,nucleus
ZNF771,nucleus
ZNF777,nucleus
ZNF787,nucleus
ZNF8,nucleus
ZNF800,nucleus
ZNF827,unclassified
ZNF830,nucleus
ZNF845,ER
ZNF865,nucleus
ZNFX1,cytosol
ZNG1B,cytosol
ZNHIT1,nucleus
ZNHIT2,cytosol
ZNHIT3,nucleus
ZNHIT6,nucleus
ZNRD2,unclassified
ZPR1,cytosol
ZRANB2,cytosol
ZRANB3,unclassified
ZSCAN12,nucleus
ZSCAN25,nucleus
ZSCAN26,nucleus
ZSCAN29,nucleus
ZSWIM8,cytosol
ZUP1,unclassified
ZW10,ER
ZWILCH,cytosol
ZWINT,cytosol
ZXDC,unclassified
ZYG11B,cytosol
ZYX,actin_cytoskeleton
ZZEF1,cytosol
ZZZ3,nucleus
A0A024RBS8[p],nucleus
A0A2R8Y3M9[p],unclassified
A0A384MDX9[p];B4E0X8[p],nucleus
A0A3B3ITR4[p],recycling_endosome
A0A5C2GRJ2[p],unclassified
A0A7D5Y1P9[p],unclassified
A4UCU2[p],cytosol
A8K1J3[p],cytosol
A8K2F4[p],nucleus
A8K3S2[p],stress_granule
A8K3Y5[p],nucleus
A8K4T2[p],cytosol
A8K5B6[p],nucleus
A8K5I9[p],nucleus
A8K6Q8[p];B7Z2I6[p],recycling_endosome
A8KAL2[p],Golgi
